iter	Logloss
671	0.2110829858
672	0.2110394645
673	0.211005494
674	0.2109700293
675	0.2109423744
676	0.2109086708
677	0.2108752916
678	0.2108484574
679	0.2107984104
680	0.2107705215
681	0.2106128658
682	0.2105765507
683	0.210549861
684	0.2105108981
685	0.2104743126
686	0.2104428497
687	0.2104193411
688	0.2103757901
689	0.2103439002
690	0.2103080033
691	0.2102763651
692	0.2102405869
693	0.2102148451
694	0.2101867494
695	0.2101459639
696	0.2101097605
697	0.2100739667
698	0.210035649
699	0.2099989726
700	0.2099709248
701	0.2099433306
702	0.2099053532
703	0.2098674632
704	0.2098349227
705	0.2097976785
706	0.2097670712
707	0.2097374106
708	0.2097061526
709	0.2096669806
710	0.209625754
711	0.2095898548
712	0.2095564183
713	0.2095159881
714	0.2094722411
715	0.209431453
716	0.2093931372
717	0.2093613694
718	0.2093343784
719	0.2092913132
720	0.2092388764
721	0.2091959218
722	0.2091612111
723	0.2091193804
724	0.2090833503
725	0.2090574522
726	0.2090294161
727	0.2089978118
728	0.2089572871
729	0.2089294727
730	0.2088996513
731	0.2088644236
732	0.2088313227
733	0.208806201
734	0.2087743756
735	0.2087359026
736	0.2087079693
737	0.2086799298
738	0.2086512262
739	0.2086259052
740	0.2085799046
741	0.2085519984
742	0.2084756151
743	0.2084415663
744	0.2084042684
745	0.2083737038
746	0.2083498472
747	0.2082995812
748	0.2082690242
749	0.2082429815
750	0.2082082278
751	0.2081785085
752	0.2080623496
753	0.2080379808
754	0.2079336439
755	0.2078973507
756	0.2078800801
757	0.2078584608
758	0.2078325571
759	0.2077801845
760	0.2077521899
761	0.2077253676
762	0.2076977136
763	0.207665932
764	0.207638511
765	0.207607
766	0.2075811264
767	0.2075591136
768	0.2075256271
769	0.2075051041
770	0.2074725898
771	0.2074372695
772	0.2074064845
773	0.2073712852
774	0.2073392559
775	0.207311285
776	0.2072761004
777	0.2072576661
778	0.2072246099
779	0.2071871655
780	0.2071589125
781	0.2071347636
782	0.2071028272
783	0.2070700508
784	0.2070346714
785	0.2070042281
786	0.2069711487
787	0.2069398205
788	0.2069120168
789	0.2068811138
790	0.206853758
791	0.2068284539
792	0.2068008537
793	0.2067020693
794	0.2066684999
795	0.2066363435
796	0.2066012979
797	0.2065751648
798	0.2065399774
799	0.206517066
800	0.2064649357
801	0.206441106
802	0.2064104911
803	0.2063886676
804	0.2063592054
805	0.2063223677
806	0.2062812065
807	0.2062550517
808	0.206227432
809	0.2062045758
810	0.2061645642
811	0.2061396902
812	0.2061098006
813	0.2060780957
814	0.2060494849
815	0.2060201912
816	0.2059889996
817	0.2059337038
818	0.2058366672
819	0.2058128232
820	0.2057829585
821	0.2057628952
822	0.205718263
823	0.2056987824
824	0.205625359
825	0.2055945842
826	0.2055594227
827	0.2055299431
828	0.2054996371
829	0.2054656046
830	0.2054420429
831	0.2054171995
832	0.2053846928
833	0.2053388102
834	0.2053049738
835	0.2052677658
836	0.2052392459
837	0.2052012368
838	0.2051745038
839	0.2051472489
840	0.2051092945
841	0.205082248
842	0.2050469686
843	0.2050165923
844	0.2049849947
845	0.2049542395
846	0.2049278897
847	0.2049021593
848	0.2048686651
849	0.2048448745
850	0.204814681
851	0.204759629
852	0.2047267971
853	0.204697135
854	0.2046711011
855	0.2046316417
856	0.2045996369
857	0.2045676752
858	0.2045308714
859	0.2045074865
860	0.2044793583
861	0.2044571982
862	0.2044361795
863	0.2044220168
864	0.2043947917
865	0.2043611731
866	0.2043331606
867	0.2042953939
868	0.2042716754
869	0.2042421817
870	0.2042098371
871	0.2041848552
872	0.2041498333
873	0.2041213557
874	0.204093111
875	0.2040581938
876	0.2040330462
877	0.2040151468
878	0.2039905989
879	0.2039702773
880	0.2039454013
881	0.2039141453
882	0.2038842206
883	0.2038480819
884	0.2038046551
885	0.2037729143
886	0.2037494593
887	0.2037211731
888	0.2036881588
889	0.2036581491
890	0.203633197
891	0.2036025274
892	0.2035690654
893	0.2035355761
894	0.2035182124
895	0.2034893676
896	0.2034590533
897	0.2034331689
898	0.2034037272
899	0.203384184
900	0.2033415432
901	0.2033193326
902	0.2032338313
903	0.203205378
904	0.2031687092
905	0.2031410509
906	0.2031067891
907	0.2030784402
908	0.2030476438
909	0.2030186586
910	0.2029968147
911	0.202961002
912	0.2029313265
913	0.2029049949
914	0.2028754873
915	0.2028077217
916	0.2027748007
917	0.2027054179
918	0.2026904467
919	0.2026746299
920	0.2026368384
921	0.2026151923
922	0.2025941919
923	0.2025630384
924	0.2025380673
925	0.2025218486
926	0.2024985907
927	0.2024666162
928	0.2024440028
929	0.2024165001
930	0.2023882489
931	0.2023624394
932	0.202334877
933	0.202306879
934	0.2022706128
935	0.2022608313
936	0.2022391869
937	0.2022121564
938	0.2021797107
939	0.2021465273
940	0.2021210589
941	0.2020849109
942	0.2020610187
943	0.2020275781
944	0.2019904426
945	0.20195974
946	0.2019306652
947	0.2019101929
948	0.2018783037
949	0.2018535845
950	0.2018281212
951	0.2018019835
952	0.2017821426
953	0.201757936
954	0.2016767484
955	0.2016453201
956	0.201616622
957	0.2015813367
958	0.2015576419
959	0.2015349222
960	0.2015023218
961	0.2014675953
962	0.2014467918
963	0.2014230519
964	0.2013876628
965	0.2013555447
966	0.2013289695
967	0.2012946248
968	0.2012628289
969	0.2012364268
970	0.2011983108
971	0.2011678822
972	0.2011442988
973	0.2011301762
974	0.2011082064
975	0.2010815661
976	0.2010590744
977	0.2010255181
978	0.2010046312
979	0.2009473073
980	0.2009111616
981	0.2008764239
982	0.2008399817
983	0.2008163603
984	0.2007940779
985	0.2007725354
986	0.2007207863
987	0.2006883113
988	0.2006669713
989	0.2006398742
990	0.2006184447
991	0.2005860943
992	0.2005567366
993	0.2005320329
994	0.200503349
995	0.2004760616
996	0.2004502902
997	0.2004246107
998	0.2004030091
999	0.2003738896
1000	0.2003451866
1001	0.2003157423
1002	0.2002929341
1003	0.2002679859
1004	0.2002444972
1005	0.2002238575
1006	0.2001935196
1007	0.2001658902
1008	0.2001444359
1009	0.2001141113
1010	0.2000893472
1011	0.2000636458
1012	0.2000032256
1013	0.199985779
1014	0.1999586277
1015	0.1999265913
1016	0.1999036236
1017	0.1998688065
1018	0.1998388289
1019	0.1998077729
1020	0.199769836
1021	0.1997459998
1022	0.1997074171
1023	0.1996868949
1024	0.1996614943
1025	0.1996238403
1026	0.1996061867
1027	0.1995694029
1028	0.1995451827
1029	0.1995192221
1030	0.1994892393
1031	0.1994602236
1032	0.1994389909
1033	0.1994099757
1034	0.1993880032
1035	0.1993172245
1036	0.1992926585
1037	0.1992665829
1038	0.1992417445
1039	0.1992202701
1040	0.1991921692
1041	0.1991665059
1042	0.1991407243
1043	0.1991127352
1044	0.199060683
1045	0.199028308
1046	0.1990024877
1047	0.1989855289
1048	0.1989570461
1049	0.1989405593
1050	0.1989026088
1051	0.1988655398
1052	0.198841692
1053	0.1988215766
1054	0.1987884102
1055	0.1987653613
1056	0.1987497675
1057	0.1987254461
1058	0.1986945681
1059	0.1986652867
1060	0.1986403674
1061	0.1986166169
1062	0.1985952667
1063	0.1985754824
1064	0.1985471271
1065	0.1985232124
1066	0.198502989
1067	0.1984385607
1068	0.1984090238
1069	0.1983758872
1070	0.1983574885
1071	0.1983215036
1072	0.1982940031
1073	0.1982742334
1074	0.1982563261
1075	0.1982311492
1076	0.1981957296
1077	0.1981686281
1078	0.198143167
1079	0.198113923
1080	0.1980915416
1081	0.1980680015
1082	0.1980401754
1083	0.1980161262
1084	0.1979956445
1085	0.1979751777
1086	0.1979580099
1087	0.1979385029
1088	0.1979214814
1089	0.197875468
1090	0.1978419
1091	0.1978137704
1092	0.1978022095
1093	0.1977850135
1094	0.19776324
1095	0.197734375
1096	0.1977151764
1097	0.1976903943
1098	0.1976340226
1099	0.1976112155
1100	0.1975872394
1101	0.197563838
1102	0.1975433652
1103	0.1975199097
1104	0.1974956587
1105	0.1974757599
1106	0.1974459859
1107	0.1974143299
1108	0.1973937141
1109	0.1973728104
1110	0.1973568536
1111	0.1973278049
1112	0.1973055188
1113	0.1972806608
1114	0.1972494709
1115	0.1972306104
1116	0.1972066758
1117	0.197169388
1118	0.1971376423
1119	0.1971170942
1120	0.1971029675
1121	0.1970843576
1122	0.1970682564
1123	0.1970455538
1124	0.1970215478
1125	0.1969943582
1126	0.1969638992
1127	0.1969299204
1128	0.1968974015
1129	0.1968570382
1130	0.1968282778
1131	0.1967997809
1132	0.1967812655
1133	0.1967544162
1134	0.1967264361
1135	0.1966205915
1136	0.1965950188
1137	0.1965549123
1138	0.1965235918
1139	0.1965060873
1140	0.196480958
1141	0.1964552118
1142	0.1964330867
1143	0.1964049368
1144	0.1963871862
1145	0.1963675598
1146	0.1963371933
1147	0.1963194622
1148	0.1962989509
1149	0.1962387309
1150	0.1961664367
1151	0.1961371903
1152	0.1961042862
1153	0.196075288
1154	0.1959831569
1155	0.1959544793
1156	0.1959284543
1157	0.1959002793
1158	0.195876683
1159	0.1958512446
1160	0.1958189355
1161	0.1957947304
1162	0.1957394421
1163	0.1957156163
1164	0.1956920329
1165	0.1956566832
1166	0.1956392626
1167	0.1956175771
1168	0.1955913532
1169	0.1955687363
1170	0.1954966888
1171	0.1954757483
1172	0.1954506936
1173	0.195425454
1174	0.1953976353
1175	0.1953768724
1176	0.1953516818
1177	0.1953368385
1178	0.1953129382
1179	0.1952999759
1180	0.1952740899
1181	0.1952461144
1182	0.1952245428
1183	0.1952000136
1184	0.1951779715
1185	0.1951550859
1186	0.1951054794
1187	0.1950787478
1188	0.195028176
1189	0.1950043541
1190	0.1949746095
1191	0.1949551119
1192	0.1949241771
1193	0.1948863234
1194	0.1948658437
1195	0.1948447319
1196	0.1948199188
1197	0.1947975643
1198	0.1947653541
1199	0.1947446102
1200	0.1947259504
1201	0.1947052061
1202	0.1946760805
1203	0.1946529664
1204	0.1946317043
1205	0.1946103942
1206	0.1945879262
1207	0.1945674813
1208	0.1945487634
1209	0.1944682509
1210	0.1944391024
1211	0.1944159517
1212	0.1943875766
1213	0.1943632377
1214	0.194337847
1215	0.1943121006
1216	0.1942869434
1217	0.1942537816
1218	0.194236234
1219	0.1941937212
1220	0.1941764048
1221	0.1941547811
1222	0.1941354286
1223	0.1941157782
1224	0.1940863682
1225	0.1940686765
1226	0.1940479478
1227	0.1940195099
1228	0.1939908179
1229	0.193972995
1230	0.1939496947
1231	0.1939235927
1232	0.1938978409
1233	0.1938790269
1234	0.193857329
1235	0.1938311504
1236	0.1938123635
1237	0.1938035414
1238	0.1937757754
1239	0.193756134
1240	0.193729828
1241	0.1937106967
1242	0.1936679369
1243	0.1936467174
1244	0.1936287766
1245	0.1936132442
1246	0.1935843821
1247	0.1935472006
1248	0.1935253721
1249	0.1935045192
1250	0.1934788027
1251	0.193463722
1252	0.1934489957
1253	0.1934342919
1254	0.193404686
1255	0.1933888893
1256	0.1933746081
1257	0.1933090177
1258	0.1932838403
1259	0.1932536254
1260	0.1932267346
1261	0.193210051
1262	0.1931819747
1263	0.1931510644
1264	0.1931198174
1265	0.1930926041
1266	0.1930790462
1267	0.193048406
1268	0.1930268758
1269	0.1930088009
1270	0.1929954372
1271	0.1929728974
1272	0.1929503215
1273	0.1929244204
1274	0.1929015492
1275	0.1928796608
1276	0.192858951
1277	0.1928342338
1278	0.1928150186
1279	0.192795055
1280	0.192778008
1281	0.1927555128
1282	0.1927393638
1283	0.1927128071
1284	0.1926984689
1285	0.1926754276
1286	0.1926430147
1287	0.1926041973
1288	0.1925808953
1289	0.1925596936
1290	0.1925483831
1291	0.1925309005
1292	0.1925060798
1293	0.1924877146
1294	0.1924649648
1295	0.1924414533
1296	0.1924214361
1297	0.1923932794
1298	0.1923746178
1299	0.1923505081
1300	0.1923366262
1301	0.1923127765
1302	0.1922901107
1303	0.192267844
1304	0.1922515849
1305	0.1922162117
1306	0.1921948196
1307	0.1921716213
1308	0.1921525755
1309	0.1921229849
1310	0.1920851553
1311	0.1920557633
1312	0.1920371123
1313	0.1920136146
1314	0.1919941069
1315	0.1919686192
1316	0.1919199114
1317	0.1918992786
1318	0.1918681524
1319	0.1918507879
1320	0.1918354808
1321	0.1918147037
1322	0.1917916463
1323	0.1917709306
1324	0.1917440455
1325	0.1917148084
1326	0.1916946394
1327	0.1916708068
1328	0.1916473017
1329	0.1916155261
1330	0.191594659
1331	0.1915755545
1332	0.1915536761
1333	0.1915297375
1334	0.1915140659
1335	0.1914884965
1336	0.1914629852
1337	0.1914316269
1338	0.1914124543
1339	0.1913927362
1340	0.1913760364
1341	0.1913537549
1342	0.1913272064
1343	0.1913083703
1344	0.1912809542
1345	0.191222717
1346	0.1912034139
1347	0.1911772578
1348	0.1911437204
1349	0.1911239108
1350	0.1911059674
1351	0.1910820293
1352	0.1910666829
1353	0.1910477911
1354	0.1910294253
1355	0.1910030913
1356	0.1909816566
1357	0.1909644989
1358	0.1909409748
1359	0.1909160131
1360	0.1908823194
1361	0.1908565744
1362	0.1908341367
1363	0.1908176194
1364	0.1907899309
1365	0.1907662712
1366	0.1907295532
1367	0.1907099607
1368	0.1906921977
1369	0.1906606926
1370	0.1906366413
1371	0.1906109087
1372	0.1905962083
1373	0.1905793307
1374	0.1905579553
1375	0.1905316074
1376	0.1905133043
1377	0.1904930636
1378	0.1904738329
1379	0.1904520048
1380	0.19041959
1381	0.190408477
1382	0.1903848295
1383	0.1903559109
1384	0.1903325455
1385	0.1903037751
1386	0.1902736844
1387	0.1902491762
1388	0.1902310175
1389	0.190152108
1390	0.1901274722
1391	0.1901092785
1392	0.1900913598
1393	0.1900575085
1394	0.1900362366
1395	0.1900203987
1396	0.1900059589
1397	0.1899780115
1398	0.1899554702
1399	0.1899296233
1400	0.1899025904
1401	0.18988174
1402	0.1898610067
1403	0.1898392975
1404	0.1898136703
1405	0.1897717668
1406	0.1897477732
1407	0.1897277642
1408	0.1897173885
1409	0.1896939573
1410	0.1896714161
1411	0.1896548034
1412	0.189635354
1413	0.1896245888
1414	0.1895986189
1415	0.189576617
1416	0.18955776
1417	0.1895406033
1418	0.1895142596
1419	0.1894918414
1420	0.1894668833
1421	0.1894413336
1422	0.1894239193
1423	0.1894069254
1424	0.1893827937
1425	0.1893558202
1426	0.1893314039
1427	0.1893171874
1428	0.1892928792
1429	0.1892733517
1430	0.1892448641
1431	0.1892302035
1432	0.1892143932
1433	0.1891872596
1434	0.1891640083
1435	0.1891477215
1436	0.1891213881
1437	0.1891044963
1438	0.1890786855
1439	0.1890503014
1440	0.1890264632
1441	0.1890012625
1442	0.1889735275
1443	0.1889528447
1444	0.1889314546
1445	0.1889201909
1446	0.1888721418
1447	0.1888562427
1448	0.1888236676
1449	0.1888011011
1450	0.1887793093
1451	0.188765705
1452	0.1887413648
1453	0.1887091792
1454	0.1886916593
1455	0.1886636893
1456	0.1886468093
1457	0.1886177998
1458	0.1885909485
1459	0.1885713562
1460	0.1885490775
1461	0.1885343313
1462	0.1885052413
1463	0.1884771157
1464	0.1884523908
1465	0.1884196355
1466	0.1883673351
1467	0.1883404317
1468	0.1883289282
1469	0.1883077431
1470	0.1882597186
1471	0.1882333268
1472	0.1882079235
1473	0.1881801904
1474	0.1881563141
1475	0.188140455
1476	0.1881236799
1477	0.1881005859
1478	0.1880763754
1479	0.1880617883
1480	0.1880392852
1481	0.1880245227
1482	0.1879978335
1483	0.1879755264
1484	0.1879606358
1485	0.1879443146
1486	0.187920829
1487	0.1878956151
1488	0.187880973
1489	0.1878603867
1490	0.1878387581
1491	0.1878169003
1492	0.1877913153
1493	0.187778853
1494	0.1877550454
1495	0.1877391331
1496	0.187719093
1497	0.1877025838
1498	0.1876755813
1499	0.1876605722
1500	0.187644372
1501	0.1876331597
1502	0.1876043814
1503	0.1875852197
1504	0.187564726
1505	0.1875452085
1506	0.1875214287
1507	0.1874999942
1508	0.1874773833
1509	0.1874596176
1510	0.1874458917
1511	0.1874237005
1512	0.1874027239
