iter	Logloss
1513	0.1873817668
1514	0.187365913
1515	0.1873454423
1516	0.1873216962
1517	0.1872996617
1518	0.1872807248
1519	0.187261596
1520	0.1872410804
1521	0.1872235245
1522	0.1872062222
1523	0.187187674
1524	0.1871665537
1525	0.1871404745
1526	0.1871203619
1527	0.1871054935
1528	0.187083037
1529	0.1870507745
1530	0.1870342766
1531	0.1870110789
1532	0.1869726363
1533	0.1869599071
1534	0.1869377087
1535	0.186921677
1536	0.186896593
1537	0.1868770024
1538	0.186852838
1539	0.1868321949
1540	0.1868110053
1541	0.1867901829
1542	0.1867708916
1543	0.1867443159
1544	0.1867264976
1545	0.1867077074
1546	0.1866626313
1547	0.1866459679
1548	0.186626771
1549	0.186602051
1550	0.1865784618
1551	0.1865568443
1552	0.1865244468
1553	0.1865054595
1554	0.1864711471
1555	0.1864581477
1556	0.186434176
1557	0.18640915
1558	0.186396124
1559	0.1863593048
1560	0.1863351675
1561	0.1863106765
1562	0.1862860485
1563	0.1862579094
1564	0.1862373282
1565	0.1862175272
1566	0.1861921226
1567	0.1861758149
1568	0.1861593216
1569	0.1861356639
1570	0.1861080852
1571	0.1860910432
1572	0.1860683777
1573	0.1860504102
1574	0.1860262074
1575	0.1859903768
1576	0.1859607235
1577	0.1859382774
1578	0.1859151374
1579	0.1858744845
1580	0.1858581468
1581	0.1858366336
1582	0.1858237014
1583	0.1858086312
1584	0.1857893176
1585	0.185765903
1586	0.1857464363
1587	0.1857284187
1588	0.1857156414
1589	0.1856996028
1590	0.1856799588
1591	0.1856701249
1592	0.1856553403
1593	0.1856292075
1594	0.1856156128
1595	0.1855980677
1596	0.1855805617
1597	0.1855662348
1598	0.1855468872
1599	0.1855275037
1600	0.1854983617
1601	0.1854791835
1602	0.1854589824
1603	0.1854439172
1604	0.1854295952
1605	0.1854063131
1606	0.1853893839
1607	0.1853654984
1608	0.1853447129
1609	0.1853263439
1610	0.1853097786
1611	0.1852873527
1612	0.1852662341
1613	0.1852400015
1614	0.185216382
1615	0.1851933227
1616	0.1851738194
1617	0.1851596696
1618	0.1851377851
1619	0.1851238062
1620	0.1851003119
1621	0.1850757068
1622	0.1850582031
1623	0.1850472734
1624	0.1850322831
1625	0.1850077097
1626	0.1849886602
1627	0.1849683024
1628	0.184951507
1629	0.1849280794
1630	0.1849094242
1631	0.1848792207
1632	0.1848627495
1633	0.1848449404
1634	0.1848312932
1635	0.1848088805
1636	0.1847898613
1637	0.1847651291
1638	0.1847373425
1639	0.1847160231
1640	0.1846880162
1641	0.1846739912
1642	0.1846623254
1643	0.1846417379
1644	0.1846193885
1645	0.1845861094
1646	0.1845587745
1647	0.184545938
1648	0.1845380683
1649	0.1845204255
1650	0.1844998051
1651	0.1844567886
1652	0.184435804
1653	0.1843962203
1654	0.1843786112
1655	0.1843501998
1656	0.1843216473
1657	0.1843003405
1658	0.1842718107
1659	0.1842519422
1660	0.1842326962
1661	0.1842097278
1662	0.1841806198
1663	0.1841514629
1664	0.1841277409
1665	0.1841086918
1666	0.1840925146
1667	0.18406756
1668	0.1840425806
1669	0.1840270746
1670	0.1840071856
1671	0.1839882791
1672	0.1839682974
1673	0.1839423766
1674	0.1839229782
1675	0.1839099254
1676	0.1838862525
1677	0.1838603883
1678	0.1838410179
1679	0.1838130444
1680	0.1837940207
1681	0.1837732405
1682	0.1837625721
1683	0.1837413685
1684	0.183719144
1685	0.1837022022
1686	0.183678446
1687	0.1836532236
1688	0.1836307333
1689	0.1836125789
1690	0.1835886083
1691	0.1835693044
1692	0.1835447367
1693	0.1835303433
1694	0.1835064288
1695	0.1834900492
1696	0.1834680235
1697	0.1834506541
1698	0.1834223532
1699	0.1834053639
1700	0.1833838214
1701	0.1833643274
1702	0.1833499975
1703	0.1833300041
1704	0.183305113
1705	0.1832482266
1706	0.1832159999
1707	0.1831934373
1708	0.1831746392
1709	0.1831452128
1710	0.1831196422
1711	0.1831044938
1712	0.1830906206
1713	0.1830751055
1714	0.1830532845
1715	0.1830320807
1716	0.1830126307
1717	0.1829919456
1718	0.1829769333
1719	0.1829525697
1720	0.1829364068
1721	0.1829146857
1722	0.1828983005
1723	0.1828754892
1724	0.1828582226
1725	0.182831868
1726	0.182806776
1727	0.182781169
1728	0.1827575856
1729	0.1827368832
1730	0.1827188373
1731	0.1826918693
1732	0.1826772154
1733	0.1826514216
1734	0.1826344434
1735	0.1826095292
1736	0.1825870919
1737	0.1825641882
1738	0.1825490672
1739	0.1825306892
1740	0.182509949
1741	0.1824916572
1742	0.1824441498
1743	0.1824239392
1744	0.1824055187
1745	0.1823896249
1746	0.1823741111
1747	0.1823557541
1748	0.1823260792
1749	0.1823069489
1750	0.1822926788
1751	0.1822751373
1752	0.1822506715
1753	0.1822305659
1754	0.1822060758
1755	0.1821844419
1756	0.1821689387
1757	0.1821507791
1758	0.182132303
1759	0.1821170271
1760	0.1820988883
1761	0.1820782743
1762	0.182054878
1763	0.1820284719
1764	0.1820115667
1765	0.1819933072
1766	0.1819611754
1767	0.181932135
1768	0.1819129016
1769	0.1818952889
1770	0.1818768798
1771	0.1818559717
1772	0.1818326457
1773	0.1818145258
1774	0.1817968663
1775	0.1817792216
1776	0.1817553659
1777	0.1817391891
1778	0.1817159749
1779	0.1816953507
1780	0.1816829657
1781	0.1816662586
1782	0.1816412066
1783	0.1816244724
1784	0.1816107044
1785	0.1815999418
1786	0.1815872118
1787	0.1815699088
1788	0.1815576572
1789	0.1815337303
1790	0.1815102478
1791	0.1814875702
1792	0.1814709015
1793	0.1814500092
1794	0.1814345257
1795	0.1814104177
1796	0.181400336
1797	0.1813829564
1798	0.1813564798
1799	0.181334427
1800	0.1813184913
1801	0.1812912178
1802	0.1812747388
1803	0.1812537394
1804	0.1812297526
1805	0.1812157197
1806	0.1811933931
1807	0.1811768839
1808	0.1811569998
1809	0.1811378663
1810	0.181116661
1811	0.1810886639
1812	0.1810716712
1813	0.181055343
1814	0.1810374545
1815	0.1810214395
1816	0.1810041839
1817	0.1809865763
1818	0.1809721771
1819	0.1809465728
1820	0.1809297773
1821	0.1809078168
1822	0.1808869164
1823	0.1808655187
1824	0.1808426832
1825	0.1808126209
1826	0.1807960249
1827	0.1807659288
1828	0.1807516445
1829	0.1807125025
1830	0.1806940291
1831	0.1806699164
1832	0.180656134
1833	0.1806413216
1834	0.1806295539
1835	0.1806103055
1836	0.1805946559
1837	0.1805635388
1838	0.1805417353
1839	0.1805257255
1840	0.1805115622
1841	0.1804990201
1842	0.1804819919
1843	0.18046441
1844	0.1804405075
1845	0.1804186567
1846	0.180405537
1847	0.180384533
1848	0.1803668309
1849	0.1803445072
1850	0.1803198559
1851	0.1803028285
1852	0.180284927
1853	0.1802708415
1854	0.1802546369
1855	0.1802386539
1856	0.1802249032
1857	0.1802036106
1858	0.1801803633
1859	0.1801684906
1860	0.1801506742
1861	0.1801329527
1862	0.180120685
1863	0.1800708332
1864	0.180054341
1865	0.1800370264
1866	0.1800200282
1867	0.1800000335
1868	0.1799814289
1869	0.1799710543
1870	0.1799451251
1871	0.1799227767
1872	0.1799039036
1873	0.1798813206
1874	0.1798679383
1875	0.1798462801
1876	0.1798208111
1877	0.1798001508
1878	0.1797807874
1879	0.1797601315
1880	0.1797415655
1881	0.1797227464
1882	0.1797006381
1883	0.1796903443
1884	0.1796676985
1885	0.1796468479
1886	0.1796179581
1887	0.1795993615
1888	0.1795812433
1889	0.1795610636
1890	0.179546094
1891	0.1795273644
1892	0.1795125161
1893	0.179490422
1894	0.1794713586
1895	0.1794428793
1896	0.179422632
1897	0.1794058623
1898	0.1793817406
1899	0.1793549316
1900	0.1793370681
1901	0.179315925
1902	0.179293592
1903	0.1792774215
1904	0.1792579467
1905	0.1792377447
1906	0.1792145153
1907	0.1791989883
1908	0.1791774438
1909	0.1791563052
1910	0.1791405698
1911	0.1791264381
1912	0.1791080295
1913	0.1790875732
1914	0.1790717933
1915	0.1790509189
1916	0.1790311101
1917	0.1790149906
1918	0.179003414
1919	0.1789863078
1920	0.1789730282
1921	0.1789523888
1922	0.1789067448
1923	0.1788828294
1924	0.1788703148
1925	0.1788500529
1926	0.1788242929
1927	0.1787957243
1928	0.1787851436
1929	0.1787693769
1930	0.1787451042
1931	0.1787277067
1932	0.1787101181
1933	0.1786918912
1934	0.1786640056
1935	0.1786406535
1936	0.1786221796
1937	0.1786063876
1938	0.178590166
1939	0.1785667346
1940	0.1785528827
1941	0.1785416636
1942	0.1785204454
1943	0.1785103677
1944	0.1784957253
1945	0.1784822113
1946	0.1784658046
1947	0.1784476414
1948	0.1784358022
1949	0.178413861
1950	0.1783728006
1951	0.1783548876
1952	0.1783364813
1953	0.1783094168
1954	0.178288697
1955	0.1782556804
1956	0.1782337868
1957	0.1782146822
1958	0.1781942702
1959	0.1781824812
1960	0.17816763
1961	0.1781524787
1962	0.1781314745
1963	0.1781145968
1964	0.1780982945
1965	0.1780709783
1966	0.1780515731
1967	0.1780280875
1968	0.1780158229
1969	0.1779892867
1970	0.1779687985
1971	0.1779476003
1972	0.1779283005
1973	0.1779152878
1974	0.1778960864
1975	0.1778838299
1976	0.1778614364
1977	0.1778407938
1978	0.1778174505
1979	0.1778061062
1980	0.1777893623
1981	0.1777737114
1982	0.1777494792
1983	0.1777370353
1984	0.17772158
1985	0.177706725
1986	0.1776873017
1987	0.177667788
1988	0.1776525517
1989	0.1776302267
1990	0.1776122413
1991	0.1775984873
1992	0.1775814558
1993	0.1775672615
1994	0.1775506255
1995	0.1775330236
1996	0.1775144385
1997	0.177489604
1998	0.1774695476
1999	0.1774521113
