iter	Passed	Remaining
759	24183	39456
760	24205	39408
761	24228	39363
762	24253	39320
763	24279	39279
764	24302	39233
765	24330	39195
766	24355	39152
767	24382	39113
768	24411	39076
769	24436	39034
770	24462	38994
771	24490	38957
772	24521	38922
773	24550	38887
774	24578	38849
775	24606	38812
776	24637	38779
777	24663	38738
778	24691	38701
779	24718	38662
780	24746	38625
781	24772	38584
782	24800	38546
783	24826	38506
784	24855	38470
785	24877	38424
786	24902	38382
787	24927	38339
788	24949	38293
789	24973	38250
790	24996	38206
791	25024	38168
792	25050	38128
793	25088	38107
794	25136	38099
795	25182	38089
796	25235	38090
797	25285	38087
798	25329	38072
799	25355	38032
800	25384	37997
801	25409	37955
802	25436	37917
803	25464	37880
804	25492	37843
805	25521	37807
806	25547	37766
807	25578	37735
808	25607	37698
809	25633	37658
810	25659	37618
811	25685	37578
812	25711	37539
813	25740	37504
814	25767	37465
815	25795	37428
816	25826	37395
817	25859	37366
818	25891	37335
819	25918	37297
820	25945	37258
821	25973	37221
822	26010	37199
823	26102	37253
824	26192	37303
825	26258	37320
826	26285	37283
827	26317	37251
828	26345	37213
829	26368	37169
830	26391	37126
831	26414	37081
832	26439	37040
833	26463	36998
834	26487	36955
835	26508	36909
836	26530	36863
837	26554	36821
838	26577	36778
839	26601	36735
840	26624	36691
841	26655	36658
842	26695	36639
843	26729	36610
844	26772	36594
845	26801	36558
846	26829	36522
847	26859	36488
848	26888	36452
849	26916	36416
850	26986	36436
851	27025	36414
852	27070	36401
853	27121	36395
854	27156	36367
855	27188	36336
856	27222	36307
857	27309	36349
858	27388	36379
859	27486	36436
860	27549	36444
861	27580	36410
862	27612	36379
863	27642	36344
864	27668	36304
865	27698	36270
866	27722	36227
867	27747	36186
868	27773	36146
869	27800	36109
870	27825	36067
871	27850	36026
872	27873	35983
873	27898	35942
874	27924	35903
875	27948	35861
876	27970	35816
877	27992	35771
878	28014	35727
879	28037	35684
880	28058	35638
881	28083	35597
882	28112	35562
883	28175	35570
884	28241	35581
885	28306	35591
886	28350	35573
887	28397	35560
888	28454	35560
889	28574	35637
890	28616	35618
891	28646	35583
892	28673	35545
893	28702	35508
894	28726	35466
895	28749	35422
896	28774	35382
897	28801	35344
898	28825	35302
899	28849	35260
900	28876	35222
901	28903	35184
902	28936	35153
903	28962	35113
904	28994	35081
905	29026	35049
906	29052	35010
907	29077	34969
908	29104	34931
909	29130	34892
910	29154	34850
911	29181	34812
912	29205	34771
913	29229	34730
914	29256	34691
915	29279	34649
916	29307	34612
917	29332	34572
918	29356	34530
919	29379	34489
920	29406	34450
921	29430	34409
922	29456	34371
923	29482	34332
924	29508	34293
925	29532	34252
926	29559	34214
927	29589	34180
928	29623	34151
929	29649	34113
930	29675	34074
931	29708	34044
932	29749	34022
933	29793	34003
934	29835	33983
935	29874	33959
936	29916	33939
937	29957	33918
938	29997	33894
939	30026	33860
940	30060	33830
941	30090	33796
942	30118	33760
943	30147	33724
944	30175	33687
945	30203	33651
946	30231	33614
947	30262	33582
948	30295	33551
949	30323	33515
950	30350	33478
951	30378	33441
952	30411	33410
953	30447	33384
954	30483	33356
955	30524	33333
956	30567	33313
957	30611	33295
958	30639	33258
959	30666	33222
960	30696	33187
961	30727	33154
962	30755	33118
963	30781	33080
964	30811	33046
965	30840	33011
966	30868	32975
967	30897	32939
968	30925	32904
969	30960	32875
970	30989	32840
971	31014	32801
972	31039	32761
973	31061	32719
974	31088	32682
975	31115	32645
976	31142	32608
977	31171	32573
978	31198	32536
979	31225	32500
980	31255	32466
981	31284	32431
982	31316	32399
983	31346	32365
984	31375	32330
985	31404	32296
986	31431	32259
987	31458	32222
988	31485	32185
989	31514	32151
990	31542	32115
991	31576	32085
992	31606	32052
993	31637	32019
994	31669	31988
995	31710	31965
996	31748	31939
997	31787	31915
998	31822	31886
999	31860	31860
1000	31893	31830
1001	31925	31798
1002	31956	31765
1003	31995	31740
1004	32032	31713
1005	32068	31686
1006	32102	31656
1007	32145	31635
1008	32182	31608
1009	32216	31578
1010	32249	31547
1011	32284	31518
1012	32319	31490
1013	32350	31457
1014	32382	31425
1015	32409	31388
1016	32437	31353
1017	32467	31319
1018	32500	31288
1019	32531	31255
1020	32555	31215
1021	32579	31177
1022	32605	31138
1023	32629	31099
1024	32662	31068
1025	32692	31035
1026	32718	30997
1027	32743	30960
1028	32769	30922
1029	32795	30884
1030	32822	30848
1031	32846	30809
1032	32871	30771
1033	32901	30737
1034	32932	30705
1035	32978	30686
1036	33026	30669
1037	33071	30650
1038	33121	30634
1039	33169	30617
1040	33202	30586
1041	33247	30567
1042	33323	30575
1043	33351	30540
1044	33377	30503
1045	33403	30465
1046	33434	30432
1047	33462	30396
1048	33504	30374
1049	33569	30372
1050	33634	30370
1051	33699	30367
1052	33750	30353
1053	33830	30364
1054	33875	30343
1055	33930	30331
1056	33982	30317
1057	34044	30312
1058	34105	30304
1059	34158	30291
1060	34204	30271
1061	34254	30254
1062	34305	30239
1063	34350	30218
1064	34381	30184
1065	34407	30146
1066	34436	30111
1067	34462	30074
1068	34490	30038
1069	34516	30000
1070	34541	29962
1071	34568	29925
1072	34598	29890
1073	34625	29853
1074	34651	29816
1075	34677	29779
1076	34706	29744
1077	34732	29706
1078	34756	29667
1079	34784	29631
1080	34809	29593
1081	34834	29554
1082	34862	29518
1083	34888	29481
1084	34915	29444
1085	34938	29405
1086	34964	29367
1087	34995	29334
1088	35087	29352
1089	35158	29352
1090	35224	29348
1091	35252	29312
1092	35288	29283
1093	35330	29259
1094	35359	29224
1095	35388	29189
1096	35418	29154
1097	35446	29118
1098	35472	29081
1099	35498	29043
1100	35528	29010
1101	35601	29010
1102	35677	29014
1103	35760	29023
1104	35796	28993
1105	35829	28961
1106	35857	28925
1107	35898	28900
1108	35938	28873
1109	35985	28853
1110	36021	28823
1111	36051	28789
1112	36081	28754
1113	36116	28724
1114	36141	28686
1115	36201	28675
1116	36250	28656
1117	36286	28626
1118	36333	28605
1119	36377	28582
1120	36436	28570
1121	36501	28563
1122	36547	28541
1123	36610	28533
1124	36670	28521
1125	36729	28509
1126	36781	28491
1127	36834	28475
1128	36900	28467
1129	36981	28472
1130	37016	28441
1131	37045	28406
1132	37070	28367
1133	37097	28330
1134	37144	28308
1135	37199	28292
1136	37231	28259
1137	37264	28226
1138	37297	28193
